Id,SalePrice
1535,113979.86490337369
1191,141183.56209863047
1579,190415.10152762927
1882,121101.88278120125
1510,129690.49008101714
2196,178327.64804159472
1845,167707.50642998252
2336,408267.15426945954
942,99467.09409979878
861,115769.39186959752
2555,133479.1273928388
1392,148635.06643572633
2099,259870.8395516683
1543,139642.98762565083
948,259777.40836405716
1239,162311.27742533616
22,188532.53034112748
2796,263583.1039243811
2747,183451.80394950148
92,317028.82624238613
210,147129.02627202033
1858,212459.4281796423
2228,151607.6310876899
447,193407.1446715746
827,265129.7013010323
1649,234286.22240591413
682,128557.67605066882
2698,124036.87806668889
494,155611.9806100463
214,76633.66755997016
2441,250283.52249808703
2679,111133.58766970708
1336,143465.8545415533
465,180801.00120335343
1524,151116.31596495994
2543,129212.2750606212
631,141913.57094324788
2452,329510.1963193086
228,158671.07688598183
126,192182.93495576305
1092,222485.51393056693
1122,187620.1043724124
932,200703.56616730825
1980,117865.66009229928
2171,121759.32178847646
551,149391.56126766533
2768,193275.31526625546
2056,111001.97042100976
1159,410324.8060762508
2645,107673.34053661284
1174,177642.36826592125
2266,216157.11358249676
2462,423068.21954635833
1219,137560.7080695165
2922,174780.28783442336
118,161345.38576115324
474,172698.62480211956
2576,167628.21415869653
872,288516.5227746543
1077,213034.37797469186
1536,124607.17144917468
1150,136821.5263480118
2341,298556.3232163412
1931,120033.57475139467
2785,136279.00883514207
2538,133464.81848194994
597,238095.11966524686
464,164990.6096568495
233,231305.26400425815
2169,135625.4284471519
2123,160933.56839461572
1867,184801.53662109215
137,269541.87481132563
515,235184.54136650564
933,122945.14088671451
2784,177240.596119458
972,173452.37910906877
599,170727.2544943892
2614,129434.57473493955
2582,158069.94977022274
1409,180396.4847010135
175,85898.95351198537
352,238940.44115517815
976,128302.07781904258
2134,183836.53004301447
984,107609.57120327506
2396,355865.33746362425
1673,104721.70117521985
404,139760.76438160153
607,175750.10259621643
814,141039.5707745285
868,192130.772370433
2271,179350.87675327525
1633,244661.5694390412
337,233162.14423828514
2765,168835.07005827405
1746,232529.19636064838
368,326258.1595717841
2806,215757.21611422623
1662,204838.5793700144
1234,195293.05771021193
1373,127593.51319505915
1672,118528.08227295871
1939,117806.33630580295
